"Code du département";"Libellé du département";"Code de la circonscription";"registered";"voted";"whites";"void";"N°Liste 1";"Nuance Liste 1";"Libellé Abrégé Liste 1";"Libellé Etendu Liste 1";"Nom Tête de Liste 1";"Voix 1";"N°Liste 2";"Nuance Liste 2";"Libellé Abrégé Liste 2";"Libellé Etendu Liste 2";"Nom Tête de Liste 2";"Voix 2";"N°Liste 3";"Nuance Liste 3";"Libellé Abrégé Liste 3";"Libellé Etendu Liste 3";"Nom Tête de Liste 3";"Voix 3";"N°Liste 4";"Nuance Liste 4";"Libellé Abrégé Liste 4";"Libellé Etendu Liste 4";"Nom Tête de Liste 4";"Voix 4"
68;"HAUT RHIN";5;79604;44922;1656;564;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";5172;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";24380;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";13150;;;;;;
68;"HAUT RHIN";6;92472;53767;1531;1440;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";6382;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";24725;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";19689;;;;;;
69;"RHONE";1;64159;36172;524;323;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";16826;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";13461;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";5038;;;;;;
69;"RHONE";2;69353;41346;611;304;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";21957;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";14822;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";3652;;;;;;
69;"RHONE";3;65576;37860;578;325;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";19108;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";13350;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";4499;;;;;;
69;"RHONE";4;74597;44006;633;381;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";18142;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";20014;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";4836;;;;;;
69;"RHONE";5;83942;49557;676;444;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";16468;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";24111;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";7858;;;;;;
69;"RHONE";6;79927;39988;724;383;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";20103;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";12338;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";6440;;;;;;
69;"RHONE";7;67156;32045;502;416;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";14501;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";10536;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";6090;;;;;;
69;"RHONE";8;100318;59788;984;712;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";17046;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";28285;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";12761;;;;;;
69;"RHONE";9;89206;50503;871;627;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";14042;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";21364;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";13599;;;;;;
69;"RHONE";10;92655;56206;836;529;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";17860;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";26295;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";10686;;;;;;
69;"RHONE";11;89209;52350;865;627;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";18210;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";19668;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";12980;;;;;;
69;"RHONE";12;77987;45753;716;403;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";16663;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";20792;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";7179;;;;;;
69;"RHONE";13;82723;46583;723;496;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";14852;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";18501;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";12011;;;;;;
69;"RHONE";14;71660;33158;615;503;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";14541;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";9448;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";8051;;;;;;
70;"HAUTE SAONE";1;88794;58791;1276;1720;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";17854;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";17564;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";20377;;;;;;
70;"HAUTE SAONE";2;91142;58684;1375;1882;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";19000;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";13944;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";22483;;;;;;
71;"SAONE ET LOIRE";1;72491;42290;1107;1094;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";14254;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";15000;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";10835;;;;;;
71;"SAONE ET LOIRE";2;79933;45902;1211;1302;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";14419;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";15597;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";13373;;;;;;
71;"SAONE ET LOIRE";3;83425;49019;1201;1231;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";16546;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";15058;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";14983;;;;;;
71;"SAONE ET LOIRE";4;81980;48115;1197;1281;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";14485;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";15787;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";15365;;;;;;
71;"SAONE ET LOIRE";5;90629;50433;1199;1033;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";18456;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";15616;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";14129;;;;;;
72;"SARTHE";1;72159;41443;1441;650;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";14376;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";15156;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";9820;;;;;;
72;"SARTHE";2;83032;46260;1821;726;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";17793;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";13578;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";12342;;;;;;
72;"SARTHE";3;85457;49899;1393;1383;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";15479;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";16018;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";15626;;;;;;
72;"SARTHE";4;80111;45867;1526;1046;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";15335;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";15318;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";12642;;;;;;
72;"SARTHE";5;87375;50356;1614;1005;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";15923;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";18372;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";13442;;;;;;
73;"SAVOIE";1;84589;49400;917;784;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";15500;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";19495;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";12704;;;;;;
73;"SAVOIE";2;75925;39566;830;658;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";11919;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";16063;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";10096;;;;;;
73;"SAVOIE";3;71746;42217;929;739;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";14450;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";14872;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";11227;;;;;;
73;"SAVOIE";4;72516;41697;849;625;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";17508;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";14110;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";8605;;;;;;
74;"HAUTE SAVOIE";1;96822;55459;1087;727;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";17511;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";24480;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";11654;;;;;;
74;"HAUTE SAVOIE";2;93653;52040;1019;754;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";17364;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";22433;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";10470;;;;;;
74;"HAUTE SAVOIE";3;79348;43722;907;633;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";12391;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";18351;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";11440;;;;;;
74;"HAUTE SAVOIE";4;84703;41064;755;536;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";12701;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";17765;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";9307;;;;;;
74;"HAUTE SAVOIE";5;94017;48883;963;781;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";13950;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";21941;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";11248;;;;;;
74;"HAUTE SAVOIE";6;77927;40543;740;659;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";10573;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";18850;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";9721;;;;;;
75;"PARIS";1;75757;46286;718;338;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";18476;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";24555;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2199;;;;;;
75;"PARIS";2;70188;44428;779;387;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";16928;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";24277;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2057;;;;;;
75;"PARIS";3;63583;36653;828;446;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";17904;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";15054;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2421;;;;;;
75;"PARIS";4;67525;40114;470;271;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";7922;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";29313;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2138;;;;;;
75;"PARIS";5;71087;42408;932;467;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";26206;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";12853;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";1950;;;;;;
75;"PARIS";6;71824;42262;973;553;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";27228;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";11207;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2301;;;;;;
75;"PARIS";7;71054;43858;915;483;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";25345;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";14974;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2141;;;;;;
75;"PARIS";8;78973;47881;1107;560;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";24400;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";18491;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";3323;;;;;;
75;"PARIS";9;65978;38516;941;625;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";21659;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";12401;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2890;;;;;;
75;"PARIS";10;65470;38636;864;559;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";20960;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";13400;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2853;;;;;;
75;"PARIS";11;68469;43727;853;450;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";21293;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";18999;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2132;;;;;;
75;"PARIS";12;70812;44386;744;368;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";14925;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";25860;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2489;;;;;;
75;"PARIS";13;72068;44111;797;459;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";17095;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";22798;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2962;;;;;;
75;"PARIS";14;70435;42704;461;292;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";7392;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";32358;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2201;;;;;;
75;"PARIS";15;72544;40995;1040;596;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";25525;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";10898;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2936;;;;;;
75;"PARIS";16;65923;35436;805;458;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";21827;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";9939;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2407;;;;;;
75;"PARIS";17;54621;27453;663;461;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";17250;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";7074;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";2005;;;;;;
